"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"4311",1614.33754099635,-1.79508004144755,0.146064463044437,-12.2896425594049,1.02960275804342e-34,4.57143624571277e-32
"6678",57391.2240732922,0.968011574622437,0.0788221024492276,12.2809661826259,1.14621150781207e-34,4.98739551279189e-32
"3691",1109.47625434455,-1.47765390860863,0.120366000370539,-12.2763396977532,1.21366064114781e-34,5.17733351153174e-32
"57648",1506.74769854898,-1.81778335673842,0.149187106615868,-12.184587515454,3.75548600603981e-34,1.57123756821927e-31
"1021",259.607361991314,-2.21108232854452,0.182126296945855,-12.1403793171167,6.45262115250009e-34,2.64874010931683e-31
"2013",85.5460710370058,-4.3519622189746,0.358867607315225,-12.1269296260331,7.60475891130205e-34,3.06387286804236e-31
"1902",74.6381117930623,-5.3498105134986,0.442165832438636,-12.0991042749579,1.06769800090491e-33,4.22342503776132e-31
"5796",135.15007392881,-2.85709436266711,0.237169861169374,-12.0466164991627,2.0207574207331e-33,7.8506425795481e-31
"65078",991.33542570484,1.43072357883654,0.11886557153052,12.0364842436246,2.28487354933311e-33,8.72100156829671e-31
"5603",172.984816534097,-2.96497176271596,0.246937587774461,-12.0069681956398,3.26600295614524e-33,1.22508897092924e-30
"85439",134.547214499276,-3.83979492984211,0.320276898006658,-11.9889850118452,4.05847559442484e-33,1.48133429928726e-30
"25825",365.755399124344,-1.29826696385174,0.108293245076011,-11.9884390105817,4.08531246356111e-33,1.48133429928726e-30
"9052",234.076770123221,-4.18301634657966,0.349583375888946,-11.9657187243037,5.37303156758759e-33,1.91632253744977e-30
"9057",583.878366812728,-1.17090588092111,0.0985490762344635,-11.8814495849291,1.47782104273379e-32,5.1857217105994e-30
"102723342",1671.65022666313,0.92634471205949,0.0779763723872882,11.879812867654,1.50704359277972e-32,5.20432387373264e-30
"23705",83.4772242176858,-4.13070671804913,0.34811249033422,-11.8660112255187,1.77741851811396e-32,6.04211207501363e-30
"6461",89.6791998154002,-2.35925409332525,0.199062248860144,-11.8518408529726,2.10514833829809e-32,7.04609342277125e-30
"207",8453.37651002431,0.915885198855859,0.0779325839720466,11.7522755203956,6.87424002406466e-32,2.26599948429622e-29
"3667",68.7870035451944,-3.16860315684883,0.270039397754591,-11.7338550715049,8.54751234375425e-32,2.77551759030921e-29
"84333",96.5817266507954,-4.57477149811397,0.394590385647481,-11.5937226666262,4.4343185912021e-31,1.4187211069146e-28
"56963",75.95584254663,-4.84716496737741,0.418924890026094,-11.5704869363945,5.81516956664283e-31,1.83354824770842e-28
"102723854",786.957940758878,1.34404748223677,0.116575735591008,11.5293931058878,9.38026211450393e-31,2.91538546518782e-28
"1789",376.054757477665,-1.45684250197488,0.126492693445809,-11.517206743637,1.08057348197658e-30,3.31112065829332e-28
"11145",663.472995913279,-1.42475003340821,0.123927085563855,-11.4966798979072,1.37087749026617e-30,4.14233481642093e-28
"7057",97.2061244951948,-4.44072901669834,0.386398083034852,-11.4926269349473,1.43675326784245e-30,4.28191836920279e-28
"79784",208.948298970025,-2.84650626983813,0.247904419784748,-11.4822731773387,1.61965361257937e-30,4.76178162098334e-28
"5293",134.806386517807,-2.11575941884009,0.184374833242458,-11.4753157013452,1.75535829017053e-30,5.09194332812667e-28
"22979",113.265289102856,-2.56471629150303,0.223647168316654,-11.4676895343998,1.91709618319362e-30,5.48794007388953e-28
"374383",97.5613149641476,-2.17079860952163,0.189507466209229,-11.4549503138042,2.22090574063686e-30,6.2750682199085e-28
"5029",103.107563648075,-3.16309262401949,0.276518657581243,-11.4389844493229,2.6699242010857e-30,7.44703473318212e-28
